column15,column16,column17
P60005642,NEW CASTLE,ME
P60005659,BOUNTIFUL,UT
P60005667,BAYFIELD,WI
P60005675,HYANNIS,MA
P60005683,GARBERVILLE,CA
P60005691,FAJARDO,PR
P60005709,PRYOR,OK
P60005717,LANCASTER,TX
P60005725,BEACHWOOD,OH
P60005733,HOUSTON,TX
P60005766,SAINT LOUIS,MO
P60005782,JASPER,AL
P60005790,SAN DIEGO,CA
P60005808,KENSINGTON,MD
P60005816,PIERCETON,IN
P60005824,COWETA,OK
P60005832,HOUSTON,TX
P60005840,YORK,PA
P60005857,SIMI VALLEY,CA
P60005865,MILL VALLEY,CA
P60005873,FRANKLIN,WV
P60005881,CLEVELAND,OH
P60005899,OPELIKA,AL
P60005907,VIOLET HILL,AR
P60005915,ALEXANDRIA,VA
P60005923,PAHRUMP,NV
P60005931,BUFFALO,NY
P60005949,PORTLAND,OR
P60005964,NEW PORT RICHEY,FL
P60005972,PASCAGOULA,MS
P60005980,MESA,AZ
P60006012,LAKE VILLA1,IL
P60006038,CLINTON,MO
P60006046,MIDDLETON,WI
P60006053,ARROYO GRANDE,CA
P60006061,COLUMBUS,IN
P60006079,TULELAKE,CA
P60006087,EAST HELENA,MT
P60006095,CROSS LANES,WV
P60006103,MALIBU,CA
P60006111,HOUSTON,TX
P60006129,PUEBLO,CO
P60006137,DANVILLE,IN
P60006145,PUEBLO,CO
P60006152,ROCHESTER,NY
P60006160,BROOKLYN,NY
P60006178,SHERMAN OAKS,CA
P60006186,SHERMAN OAKS,CA
P60006194,HONAKER,VA
P60006202,KERENS,TX
P60006210,SANDY LAKE,PA
P60006228,COLORADO SPRINGS,CO
P60006236,OCALA,FL
P60006251,CARROLLTON,TX
P60006277,SPRINGFIELD,MO
P60006285,BURLINGTON,NJ
P60006293,SAINT PETERSBURG,FL
P60006301,CHAMBERSBURG,PA
P60006319,SHOREVIEW,MN
P60006327,ELYRIA,OH
P60006335,ORLANDO,FL
P60006343,HILLIARD,OH
P60006368,MIAMI ,FL
P60006376,MORTON GROVE,IL
P60006384,SAN ANTONIO,TX
P60006392,KING OF PRUSSIA,PA
P60006400,BETHANY,IL
P60006418,ARCATA,CA
P60006426,SAN ANGELO,TX
P60006434,SAN ANTONIO,TX
P60006442,NORWAY,ME
P60006459,ZIMMERMAN,MN
P60006467,FORT LAUDERDALE,FL
P60006475,AMERICUS,GA
P60006483,MUKILTEO,WA
P60006491,MARIETTA,GA
P60006509,ALBANY,NY
P60006517,WARSAW,IN
P60006525,HOUSTON,TX
P60006533,DENVER,CO
P60006541,SAVAGE,MN
P60006558,INDIANAPOLIS,IN
P60006566,MOUNT MORRIS,MI
P60006574,PLANTSVILLE,CT
P60006582,OFALLON,MO
P60006590,MATTOON,IL
P60006608,TUCSON,AZ
P60006616,NEW ROCHELLE,NY
P60006624,PENSACOLA,FL
P60006632,KENMORE,NY
P60006640,VALRICO,FL
P60006657,BELLMORE,NY
P60006665,ROUND HILL,VA
P60006673,ELLINGTON,CT
P60006681,ROCK HILL,SC
P60006699,NEW HAVEN,CT
P60006707,CLEARWATER,FL
P60006715,WALDORF,MD
P60006723,MIAMI,FL
P60006731,NAMPA,ID
P60006749,LONG BEACH,NY
P60006756,OLYMPIA,WA
P60006772,RUSHVILLE,NY
P60006780,WINDSOR MILL,MD
P60006798,LOS ANGELES,CA
P60006806,NORTH KANSAS CITY,MO
P60006814,AVENTURA,FL
P60006822,CUT BANK,MT
P60006830,CHELSEA,MI
P60006848,MUNNSVILLE,NY
P60006855,PORT ORCHARD,WA
P60006863,MALIBU,CA
P60006871,ESCONDIDO,CA
P60006889,LIBERTY LAKE,WA
P60006897,LOS ANGELES,CA
P60006905,CORAOPOLIS,PA
P60006913,PAGE,AZ
P60006921,CHATTANOOGA,TN
P60006939,FALLS CHURCH,VA
P60006947,SAN ANTONIO,TX
P60006954,AMAGANSETT,NY
P60006962,VIRGINIA BEACH,VA
P60006970,NORFOLK,VA
P60006988,SCRANTON,PA
P60006996,WOODSTOCK,VT
P60007002,LAWRENCE,KS
P60007028,MOORESVILLE,NC
P60007036,STONE MOUNTAIN,GA
P60007044,NEW ORLEANS,LA
P60007051,JOHNSTOWN,PA
P60007069,NEW PORT RICHEY,FL
P60007077,BEVERLY HILLS,CA
P60007085,PHOENIX,AZ
P60007093,DOUGLASVILLE,GA
P60007101,LAS VEGAS,NV
P60007119,FORT COLLINS,CO
P60007135,NORMAN,OK
P60007143,PORT RICHEY,FL
P60007150,ROCKLIN,CA
P60007168,BURLINGTON,VT
P60007176,MIAMI,FL
P60007184,OCALA,FL
P60007192,MILLER PLACE,NY
P60007200,PROVO,UT
P60007218,HAMMONTON,NJ
P60007226,MARION,IN
P60007234,THOMASVILLE,NC
P60007242,ALEXANDRIA,VA
P60007259,LUBBOCK,TX
P60007267,GASTONIA,NC
P60007275,COLLEGE PARK,MD
P60007283,OCEANSIDE,CA
P60007291,INDIO,CA
P60007309,BIRMINGHAM,AL
P60007325,MORGANTON,NC
P60007333,WARRINGTON,PA
P60007341,HOUSTON,TX
P60007358,ROGERS,AR
P60007366,LOUISVILLE,KY
P60007374,MARYVILLE,MO
P60007382,EL PASO,TX
P60007390,GRAYSLAKE,IL
P60007408,NEW IBERIA,LA
P60007416,COLUMBUS,OH
P60007424,DALLAS,TX
P60007432,EXTON,PA
P60007440,NASHVILLE,TN
P60007457,WEATHERFORD,TX
P60007465,WILLIAMSPORT,PA
P60007473,CHRISTMAS VALLEY,OR
P60007481,CHARLESTON,SC
P60007499,HUNTINGTON,WV
P60007507,LOS ANGELES,CA
P60007515,CHICAGO,IL
P60007523,CLEVELAND,OH
P60007531,JAMESTOWN,NY
P60007549,UPLAND,CA
P60007556,BROOKLYN,NY
P60007564,ZEPHYRHILLS,FL
P60007572,NEW YORK,NY
P60007580,MAUD,OK
P60007598,LAS VEGAS,CA
P60007606,SANTA BARBARA,CA
P60007614,LAS VEGAS,NV
P60007622,COLORADO SPRINGS,CO
P60007630,CANTON,GA
P60007648,BAKERSFIELD,CA
P60007655,LOS ANGELES,CA
P60007663,WASHINGTON,DC
P60007671,BALTIMORE,MD
P60007689,STATEN ISLAND,NY
P60007697,COLUMBIA,SC
P60007705,MATTHEWS,NC
P60007721,MOUNTAIN VIEW,CA
P60007739,TOPSHAM,ME
P60007747,TIMONIUM,MD
P60007754,FULLERTON,CA
P60007762,LAKE STEVENS,WA
P60007770,COCONUT CREEK,FL
P60007796,LUBBOCK,TX
P60007804,PITTSBURGH,PA
P60007812,AUSTIN,TX
P60007820,OWENSBORO,KY
P60007838,PARSONSFIELD,ME
P60007846,DEKALB,IL
P60007861,FRANKLIN,TN
P60007879,SALEM,AL
P60007887,COLORADO SPRINGS,CO
P60007895,SUNRISE,FL
P60007903,OLNEY,IL
P60007929,BROOKSVILLE,KY
P60007937,ROCKFORD,IL
P60007945,ALISO VIEJO,CA
P60007952,LOVELAND,CO
P60007960,MUKILTEO,WA
P60007978,STEWARTVILLE,MN
P60007986,LORAIN,OH
P60007994,SEGUIN,TX
P60008000,ST. CLOUD,FL
P60008018,BIRMINGHAM,AL
P60008026,MORENO VALLEY,CA
P60008034,HILLSBOROUGH,CA
P60008042,BROOKLYN,NY
P60008059,MIAMI,FL
P60008067,CENTERVILLE,IL
P60008075,WARWICK,RI
P60008083,COVINGTON,LA
P60008091,BROWNSBURG,IN
P60008109,VICTORIA,TX
P60008117,RICHMOND  HTS,OH
P60008125,OLYMPIA,WA
P60008133,LARGO,FL
P60008141,HUNTSVILLE,TX
P60008158,NEW YORK,NY
P60008166,COLUMBUS,OH
P60008174,SPENCER,IN
P60008182,LAS VEGAS,NV
P60008190,MILL VALLEY,CA
P60008208,LINCOLN CITY,OR
P60008232,PHOENIX,MD
P60008240,BOCA RATON,FL
P60008257,LUXEMBURG,WI
P60008265,CHURCHVILLE,VA
P60008273,NORTHPORT,NY
P60008281,LAGUNA BEACH,CA
P60008299,GOLDEN VALLEY,AZ
P60008307,EKRON,KY
P60008315,CENTRAL ISLIP,NY
P60008323,FAYETTEVILLE,NC
P60008331,SAN DIEGO,CA
P60008349,BOYNTON BEACH,FL
P60008356,CORPUS CHRISTI,TX
P60008364,BLOOMINGTON,CA
P60008372,HOLLYWOOD,CA
P60008380,CROWN POINT,IN
P60008398,BATON ROUGE,LA
P60008406,OAK RUN,CA
P60008422,WASHINGTON,DC
P60008430,WASHINGTON,DC
P60008448,NEW CASTLE,TX
P60008455,DAYTONA BEACH,FL
P60008463,GRANITE,OK
P60008471,TRAVELERS REST,SC
P60008489,TUKWILA,WA
P60008497,YUBA CITY,CA
P60008505,PONOTOC,MS
P60008513,LAS VEGAS,NV
P60008521,MORRISTOWN,NJ
P60008539,NEW ORLEANS,LA
P60008547,ARTESIA,NM
P60008554,FOND DU LAC,WI
P60008562,BAKERSFIELD,CA
P60008570,RIVER EDGE,NJ
P60008588,ROCK HILL,SC
P60008596,GREENVILLE,IN
P60008604,RALEIGH,NC
P60008612,NEWNAN,GA
P60008620,WINTERHAVEN,CA
P60008638,WEST HELENA,AR
P60008646,AUBURN HILLS,MI
P60008653,CHARLOTTE,NC
P60008661,LEANDER,TX
P60008679,NEWARK,NJ
P60008687,AUSTIN,TX
P60008695,INKSTER,MI
P60008703,HILLIARD,OH
P60008711,RICHLAND,WA
P60008729,REDMOND,WA
P60008737,TUCSON,AZ
P60008745,SANTA MONICA,CA
P60008752,CORPUS CHRISTI,TX
P60008760,TULSA,OK
P60008778,CHICAGO,IL
P60008786,AKRON,OH
P60008794,GUNNISON,CO
P60008802,SANTA CRUZ,CA
P60008828,HEMLOCK,NY
P60008836,SARASOTA,FL
P60008844,ST GEORGE,UT
P60008869,WESTERLY,RI
P60008877,MOUNT VERNON,NY
P60008885,FALLS CHURCH,VA
P60008893,POWNAL,VT
P60008901,ELYRIA,OH
P60008919,FREDONIA,PA
P60008927,SMACKOVER,AR
P60008935,SARASOTO,FL
P60008943,NEW YORK,NY
P60008950,MEMPHIS,TN
P60008968,PRAIRIEVILLE,LA
P60008976,PORTLAND,OR
P60008984,GAINESVILLE,VA
P60009008,TYLER,TX
P60009016,HALIFAX,MA
P60009024,LAKE BLUFF,IL
P60009032,FORT COLLINS,CO
P60009040,BALTIMORE,MD
P60009057,BLUEFIELD,WV
P60009065,CHICO,CA
P60009073,BRADENTON,FL
P60009081,DERBY,NY
P60009099,CHICAGO,IL
P60009107,REDDING,CA
P60009115,GENEVA,IL
P60009123,MOORE,OK
P60009149,COLUMBUS,OH
P60009164,ROANOKE,TX
P60009172,KERMIT,WV
P60009180,LAWTEY,FL
P60009206,ACCORD,NY
P60009214,ROCKLIN,CA
P60009222,RICHMOND,VA
P60009230,COLFAX,IN
P60009248,CAMPO,CA
P60009263,BOTHELL,WA
P60009289,WASHINGTON,DC
P60009297,SANTA MONICA,CA
P60009305,GARDNERVILLE,NV
P60009313,CHAPEL HILL,NC
P60009321,WELLINGTON,FL
P60009339,HOUSTON,TX
P60009354,ANCHORAGE,AK
P60009362,GRANTVILLE,GA
P60009370,GREENVILLE,TX
P60009388,ROSEMONT,MD
P60009396,DAVIS,CA
P60009404,ATLANTA,GA
P60009412,SACO,ME
P60009420,MARION,AR
P60009438,STOCKTON,CA
P60009446,CLERMONT,FL
P60009453,TODD,NC
P60009461,PLEASANT HILL,CA
P60009479,ROUND ROCK,TX
P60009495,OCONOMOWOC,WI
P60009503,RICHMOND,VA
P60009511,BATH,OH
P60009529,EPA,CA
P60009537,MAITLAND,FL
P60009552,GEORGETOWN,TX
P60009560,PORTLAND,OR
P60009578,HENDERSON,NV
P60009586,MILWAUKEE,WI
P60009594,SPRINGFIELD,MO
P60009602,LAYTON,UT
P60009628,SAN ANTONIO,TX
P60009636,BELLEVUE,KY
P60009644,AMORY,MS
P60009651,SAN ANTONIO,TX
P60009677,LONGWOOD,FL
P60009685,CAMBRIDGE,MA
P60009693,SAN FRANCISCO,CA
P60009701,CHICAGO,IL
P60009719,WHITTIER,CA
P60009727,CRANBERRY TOWNSHIP,PA
P60009735,FAIRBANKS,AK
P60009743,ROCKFORD,IL
P60009768,COSTA MESA,CA
P60009784,ALBERTSON,NY
P60009792,APOPKA,FL
P60009800,GLOUCESTER,MA
P60009818,STOCKTON,CA
P60009826,PRINCETON,TX
P60009834,NEW LONDON,CT
P60009842,OCEANSIDE,CA
P60009859,BRANDON,FL
P60009867,MINNEOLA,FL
P60009875,BANNING,CA
P60009891,HOUSTON,TX
P60009909,ST LOUIS,MO
P60009917,VERNON,TX
P60009925,BOINNEY LAKE,WA
P60009933,COLUMBIA,SC
P60009941,BIRMINGHAM,AL
P60009958,SANTA CLARA,CA
P60009966,HEBRON,MD
P60009982,WASHINGTON DC,WI
P60010006,SEATTLE,WA
P60010014,HUNTINGDON VALLEY,PA
P60010022,MOUNT PLEASANT,MI
P60010030,LITITZ,PA
P60010055,PROVO,UT
P60010097,WASHINGTON,DC
P60010105,NORTH VERNON,IN
P60010113,MORGANTOWN,WV
P60010121,BETHEL PARK,PA
P60010139,LYNDHURST,NJ
P60010147,NUTLEY,NJ
P60010154,LOS ANGELES,CA
P60010162,WASHINGTON,DC
P60010170,HOPE MILLS,NC
P60010188,GLENOLDEN,PA
P60010196,BURNSVILLE,MN
P60010212,ROUND LAKE,IL
P60010238,CHICAGO,IL
P60010253,ENTERPRISE,AL
P60010279,LAKE MARY,FL
P60010287,WINSTON SALEM,NC
P60010295,NORTH BRUNSWICK,NJ
P60010303,OLD FORGE,NY
P60010311,HILLSBOROUGH,NJ
P60010329,NORTH BERWICK,ME
P60010337,BATESVILLE,AR
P60010345,ARLINGTON,WA
P60010352,PORTSMOUTH,RI
P60010378,FORT MYERS,FL
P60010394,FAIRFIELD,CT
P60010402,AURORA,CO
P60010410,IRVING,TX
P60010428,ST PETERSBURG,FL
P60010436,KINGSVILLE,MD
P60010444,NORFOLK,VA
P60010451,MINNEAPOLIS,MN
P60010469,AUSTELL,GA
P60010485,DALLAS,TX
P60010493,SAN YSIDRO,CA
P60010501,BALTIMORE,MD
P60010543,OMAHA,NE
P60010550,TALLAHASSEE,FL
P60010568,FREEPORT,IL
P60010576,LARCHMONT,NY
P60010584,NEW YORK,NY
P60010592,CAMDEN,NJ
P60010600,LOCUST GROVE,VA
P60010618,JASPER,TX
P60010626,ESSOS,NC
P60010634,SANDUSKY,OH
P60010642,WAKE FOREST,NC
P60010659,BUCHANAN,MI
P60010667,PHILADELPHIA,PA
P60010709,ASTORIA,NY
P60010717,WINSTON SALEM,NC
P60010725,GEORGE WEST,TX
P60010733,GARFIELD,NJ
P60010741,METUCHEN,NJ
P60010758,BIRMINGHAM,MI
P60010766,HAMPTON,NH
P60010774,AUSTIN,TX
P60010782,STATEN ISLAND,NY
P60010790,OTTAWA,KS
P60010808,CHICAGO,IL
P60010816,SPRINGFIELD,MO
P60010824,PINEDALE,WY
P60010840,BEVERLY HILLS,CA
P60010857,LEXINGTON,MA
P60010865,DES PLAINES,IL
P60010881,HUNTERSVILLE,NC
P60010907,LAKEWOOD,NJ
P60010923,FRISCO,TX
P60010931,SAN JOSE,CA
P60010956,FLUSHING,NY
P60010972,PLANO,TX
P60010980,MOORESVILLE,NC
P60010998,YUBA CITY,CA
P60011020,CINCINNATI,OH
P60011038,DENTON,TX
P60011046,DAVIS,CA
P60011053,MURFREESBORO,TN
P60011061,PROSPECT HEIGHTS,IL
P60011079,PROSPECT HEIGHTS,IL
P60011111,GRAND RAPIDS,MI
P60011129,WALTERBORO,SC
P60011137,CHARLESTON,SC
P60011152,WESTPORT,MA
P60011160,NORTON,MA
P60011194,OTIS ORCHARDS,WA
P60011202,FRANKLIN,NC
P60011210,MORDOR,MI
P60011228,SALAMANCA,NY
P60011236,MARION,IA
P60011244,ORANGE,CA
P60011251,MIDLAND,TX
P60011277,LEAVENWORTH,KS
P60011285,NEW ORLEANS,LA
P60011293,HOPEDALE,MA
P60011301,KINGSVILLE,MD
P60011319,CLOVERDALE,IN
P60011327,TALLAHASSEE,FL
P60011335,DUNWOODY,GA
P60011343,NEW CANAAN,CT
P60011368,PHILADELPHIA,PA
P60011376,KENWOOD,CA
P60011384,INDIANAPOLIS,IN
P60011392,LYNBROOK,NY
P60011400,ARCADIA,FL
P60011418,MISSION NEJO,CA
P60011442,LIVINGSTON,NJ
P60011459,LEESBURG,IN
P60011467,HOUSTON,TX
P60011475,CLINTON,MD
P60011491,HUNTINGTON BEACH,CA
P60011509,WILLIAMSBURG,VA
P60011517,LITTLE RIVER,SC
P60011525,LANSDOWNE,MD
P60011541,FOOTHILL RANCH,CA
P60011558,PITTSBURGH,PA
P60011566,DAVENPORT,IA
P60011574,TUCSON,AZ
P60011582,BOCA RATON,FL
P60011590,COLUMBIA,MD
P60011608,KANSAS CITY,KS
P60011616,FRISCO,TX
P60011624,BAILEYVILLE,KS
P60011632,TRAVERSE CITY,MI
P60011640,OCHEYEDAN,IA
P60011657,JACKSON,AL
P60011665,SYOSSET,NY
P60011673,HUDSON,NC
P60011681,FALL RIVER,MA
P60011699,DAVENPORT,IA
P60011707,KEMAH,TX
P60011715,JOHNSON CITY,TN
P60011723,COLUMBIA,MS
P60011749,STAUNTON,VA
P60011764,BUFFALO,NY
P60011772,BOSTON,MA
P60011780,CULPEPER,VA
P60011798,PORTAGE,IN
P60011806,CLARENCE,NY
P60011814,OAKLAND,CA
P60011822,SEATTLE,WA
P60011848,JACKSONVILLE,FL
P60011855,WYNNEWOOD,PA
P60011871,EL PASO,TX
P60011897,DULUTH,GA
P60011905,WESLEY CHAPEL,FL
P60011921,SIOUX FALLS,SD
P60011939,VANDALIA,OH
P60011947,SAN FRANCISCO,CA
P60011954,ORWIGSURG,PA
P60011962,SEDONA,AZ
P60011996,OXFORD,MS
P60012036,BOSWELL,OK
P60012044,ROCKINGHAM,NC
P60012077,IOWA CITY,IA
P60012093,WATERVILLE,ME
P60012101,BROOKLYN,NY
P60012119,GLEN ALLEN,VA
P60012127,FORT BENNING,GA
P60012135,WASHINGTON,DC
P60012143,WASHINGTON,DC
P60012150,LOUISBURG,KS
P60012168,NEWTON,MA
P60012176,JACKSONVILLE,FL
P60012192,NYC,NY
P60012200,ELLICOTT CITY,MD
P60012218,SELMA,NC
P60012226,SALEM,NH
P60012234,CINCINNATI,OH
P60012259,GLENDALE,AZ
P60012267,WASHINGTON,PA
P60012275,SINTON,TX
P60012283,BROOKLYN,NY
P60012291,O'FALLON,IL
P60012309,DECATUR,GA
P60012317,TEMPE,AZ
P60012325,FT LAUDERDALE,FL
P60012333,TEXARKANA,TX
P60012341,MILLBRAE,CA
P60012358,RIVERWOODS,IL
P60012366,COLLEGE STATION,TX
P60012374,ROYAL OAK,MI
P60012382,BROOKLYN,NY
P60012390,GREENVILLE,SC
P60012408,CHARLOTTE,NC
P60012416,NORMAN,OK
P60012424,COLTON,CA
P60012440,GUY,AR
P60012457,12TH MAN,WA
P60012465,WILMINGTON,DE
P60012473,WESTFIELD,NJ
P60012481,WASHINGTON,DC
P60012499,KELLER,VA
P60012507,RANCHO SANTA MARGARITA,CA
P60012515,HOGWARTS,CA
P60012523,HOGWARTS,CA
P60012531,MERIDIAN,ID
P60012549,SEATTLE,WA
P60012556,DENVER,CO
P60012564,GASTON,OR
P60012572,MCDONOUGH,GA
P60012580,IN YOUR YARD,TX
P60012598,WEISER,ID
P60012606,RIVERSIDE,CA
P60012614,WARNER ROBINS,GA
P60012622,VAIL,AZ
P60012630,SALT LAKE CITY,UT
P60012648,INDIANAPOLIS,IN
P60012655,NEW YORK,NY
P60012663,NEWPORT,RI
P60012671,RALEIGH,NC
P60012689,WANAQUE,NJ
P60012697,MABLETON,GA
P60012705,KINNELON,NJ
P60012713,MESA,AZ
P60012721,WASHINGTON,DC
P60012739,COLUMBUS,OH
P60012747,MIMBRES,IA
P60012754,QUAKERTOWN,PA
P60012762,BROOKLINE,MA
P60012770,CHARLOTTE,NC
P60012788,BIRMINGHAM,AL
P60012804,SPRINGFIELD,VA
P60012812,LAWSON,MO
P60012820,LAWSON,MO
P60012838,SILVER SPRING,MD
P60012846,EDGEWOOD,MD
P60012853,PORCUPINE,NC
P60012861,WEST NEW YORK,NJ
P60012887,MESQUITE,TX
P60012895,ALPHARETTA,GA
P60012903,HOFFMAN ESTATES,IL
P60012911,SUNRISE,FL
P60012929,LOS ANGELES,CA
P60012937,SAN FRANCISCO,CA
P60012945,ORCHARD PARK,NY
P60012952,BUFFALO,NY
P60012960,CLEMSON,SC
P60012978,OCEANSIDE,NY
P60012986,ROOTSTOWN,OH
P60012994,SEATTLE,WA
P60013018,LAS VEGAS,CO
P60013026,NEW YORK,NY
P60013034,GARDEN CITY,MI
P60013059,DUNEDIN,FL
P60013067,CARLSTADT,NJ
P60013075,VANCEBORO,NC
P60013083,TOLEDO,OR
P60013091,CLINTON,CT
P60013109,CORPUS CHRISTI,TX
P60013117,SANFORD,FL
P60013125,PITTSBURGH,PA
P60013133,MILLINGTON,TN
P60013141,WASHINGTON,DC
P60013158,PITTSBURGH,PA
P60013166,ROSWELL,GA
P60013174,WASHINGTON,DC
P60013182,JERSEY CITY,NJ
P60013190,HOUSTON,TX
P60013216,EXCLAMATION,AL
P60013224,TALLAHASSEE,FL
P60013232,CENTENNIAL,CO
P60013240,PEARL CITY,HI
P60013257,PEARL CITY,HI
P60013273,NEW YORK,NY
P60013281,MOUNT VERNON,NY
P60013299,CHATTANOOGA,TN
P60013307,PITTSBURGH,PA
P60013315,FORT LEE,NJ
P60013323,LIBERALVILLE,MA
P60013331,BELMONT,NC
P60013349,FLAGSTAFF,AZ
P60013356,HARKER HEIGHTS,TX
P60013364,ATHENS,GA
P60013372,SACRAMENTO,KY
P60013380,TAMPA,FL
P60013398,CENTRAL CITY,KY
P60013406,FT WAYNE,IN
P60013414,BENSALEM,PA
P60013422,BENSALEM,PA
P60013430,PEARLAND,TX
P60013448,FENTON,MO
P60013455,BATTLE CREEK,MI
P60013463,VISALIA,CA
P60013471,NEW YORK,NY
P60013489,TAMPA,FL
P60013497,TAMPA,FL
P60013505,GLEN ROCK,PA
P60013513,SEBRING,FL
P60013521,ST GEORGE,UT
P60013539,SEATTLE,WA
P60013547,REEDSBURG,WI
P60013554,OFALLON,IL
P60013562,SANDUSKY,OH
P60013570,SAN DIEGO,CA
P60013588,SAN ANTONIO,TX
P60013596,SAINT PAUL,MN
P60013604,APO AE,NV
P60013612,DE PERE,WI
P60013620,BUFFALO,NY
P60013638,LEOMINSTER,MA
P60013646,SKANEATELES,NY
P60013653,MAUREPAS,LA
P60013661,MAGNOLIA,TX
P60013679,PORT ANGELES,WA
P60013687,METHUEN,MA
P60013695,TAMPA,FL
P60013703,ROCHESTER,NY
P60013711,REDDING,CA
P60013729,EAST HELENA,MT
P60013737,MARIETTA,GA
P60013745,LA PORTE,TX
P60013752,FREMONT,CA
P60013760,WILLIAMSBURG,MA
P60013778,SICKLERVILLE,NJ
P60013786,ELWOOD,IN
P60013794,CANTERBURY,CT
P60013802,COLUMBUS,GA
P60013810,MONROE,GA
P60013828,FRANKLIN,MI
P60013836,MY DOG,CA
P60013844,"FRANKLIN, MICHIGAN",MI
P60013851,CHICAGO,CA
P60013869,CLIMAX,MI
P60013877,PORTALES,NM
P60013885,HOUSTON,TX
P60013893,WILLIAMSPORT,PA
P60013901,TUCSON,AZ
P60013919,SCHAGHTICOKE,NY
P60013927,BEVERLY HILLAS,AK
P60013935,NOBLESVILLE,IN
P60013943,BROWNS MILLS,NJ
P60013950,ALBUQUERQUE,NM
P60013968,KEY WEST,FL
P60013976,PENSACOLA,FL
P60013984,CLOVIS,CA
P60013992,ITHACA,NY
P60014008,CLANCY,MT
P60014016,FRESH MEADOWS,NY
P60014024,DAMERON,MD
P60014057,HARTLEY,IA
P60014065,STATE COLLEGE,PA
P60014081,OAKDALE,MN
P60014099,PEARLAND,TX
P60014107,GRANVILLE,NY
P60014115,PURVIS,MS
P60014123,WASHINGTON,DC
P60014131,MALVERN,PA
P60014149,CANYON COUNTRY,CA
P60014164,NASHVILLE,TN
P60014172,MIDDLEBORO,MA
P60014198,AURORA,CO
P60014206,SEATTLE,WA
P60014214,ROCHESTER HILLS,MI
P60014222,MARION,IA
P60014230,A,KS
P60014248,BELMONT,NC
P60014255,WESTPORT,CT
P60014263,CAPE CORAL,FL
P60014271,VALLEJO,CA
P60014289,ATLANTA,GA
P60014297,CHAMBERSBURG,PA
P60014305,LANCASTER,PA
P60014313,LEESBURG,FL
P60014321,BLOOMINGTON,IN
P60014339,RIDGEFIELD,CT
P60014347,BREA,CA
P60014354,NEWARK,NJ
P60014362,NEWARK,NJ
P60014370,ST. PETERS,MO
P60014388,TUCSON,AZ
P60014396,ROWLEY,MA
P60014404,WESTVILLE,FL
P60014412,SHELDON,WI
P60014438,SOUTHAVEN,MS
P60014453,INDUSTRY,PA
P60014461,PLYMOUTH,MN
P60014479,PLANO,TX
P60014487,LAGRANGE,KY
P60014495,JOSHUA TREE,CA
P60014503,OKLAHOMA CITY,OK
P60014529,HORSESHOE BEND,ID
P60014545,SACRAMENTO,CA
P60014552,NORFOLK,VA
P60014560,SALTON CITY,CA
P60014578,HOPKINS,MN
P60014586,SAN FRANCISCO,CA
P60014594,FRANKLINTON,LA
P60014628,ELIZABETH,NJ
P60014636,ORANGE,CT
P60014644,SEATTLE,WA
P60014677,INDIAN TRAIL,NC
P60014685,ANACORTES,WA
P60014719,CASTROVILLE,CA
P60014735,BRONX,NY
P60014750,SCOTTSVILLE,KY
P60014768,TULAROSA,NM
P60014776,LEXINGTON,TN
P60014784,KATY,TX
P60014792,BUENA PARK,CA
P60014834,CELEBRATION,FL
P60014842,OVERLAND PARK,KS
P60014875,PORTLAND,OR
P60014883,STROUDSBURG,PA
P60014909,SPARTANBURG,SC
P60014917,DAVENPORT,IA
P60014925,PORTLAND,ME
P60014933,LITHONIA,GA
P60014941,FORT LAUDERDALE,FL
P60014958,HOUSTON,TX
P60014966,LAKELAND,FL
P60014974,SANTA FE,NM
P60014982,READING,PA
P60014990,SANTA FE,NM
P60015005,AUGUSTA,GA
P60015013,LAUREL,MD
P60015021,SALT LAKE CITY,UT
P60015039,EAST WILLISTON,NY
P60015047,CASTROVILLE,CA
P60015054,OSHKOSH,WI
P60015062,WINTER SPRINGS,FL
P60015096,WILLITS,CA
P60015104,CUMBERLAND,RI
P60015112,CHILLICOTHE,OH
P60015120,DALLAS,TX
P60015138,DAINGERFIELD,TX
P60015146,DAINGERFIELD,TX
P60015161,LAKELAND,FL
P60015179,BURLESON,TX
P60015187,LAKEWOOD,NJ
P60015195,MARIETTA,GA
P60015203,STONINGTON,CT
P60015237,PORTLAND,OR
P60015245,SARATOGA,CA
P60015252,TUCSON,AZ
P60015278,ZION ,IL
P60015302,COVINGTON,KY
P60015310,SAN FRANCISCO,CA
P60015336,BIRMINGHAM,AL
P60015351,VIRGINIA BEACH,VA
P60015369,MISSOULA,MT
P60015377,LAS VEGAS,NV
P60015393,BROOKLYN,NY
P60015401,NOTRE DAME,IN
P60015419,FLINT,MI
P60015427,ASTORIA,NY
P60015435,FAYETTEVILLE,NC
P60015443,NASH,TX
P60015450,MOORHEAD,MN
P60015476,BALTIMORE,MD
P60015484,RICHARDSON,TX
P60015492,DOWNEY,CA
P60015518,FOREST,VA
P60015526,SALT LAKE CITY,UT
P60015534,MIAMI,FL
P60015542,LONG BEACH,CA
P60015575,CHARLOTTE,NC
P60015591,ANGIER,NC
P60015609,VENTURA,CA
P60015625,ELTON,LA
P60015633,ALEXANDRIA,VA
P60015641,HOLLIS CENTER,ME
P60015658,BOOTHWYN,PA
P60015666,MARINEFORD,DC
P60015674,JIDI ISLE,AS
P60015682,NEWPORT,RI
P60015690,LONGMONT,CO
